FID,pointid,b1_S2,b2_S2,b3_S2,b4_S2,b5_S2,b6_S2,b7_S2,b8_S2,b9_S2,b10_S2,b11_S2,b12_S2,b13_S2,b14_S2,b15_S2,b16_S2,b17_S2,b18_S2,Classname,Classvalue
8551,8188,490,751,1143,1313,1388,1499,1493,1079,1616,680,982,1551,1792,1890,2032,2860,2521,2149,Low Vegetation,61
8552,8189,450,711,1081,1237,1396,1491,1506,1082,1629,665,969,1529,1772,1892,2007,2835,2482,2127,Low Vegetation,61
8553,8190,448,690,1053,1228,1369,1443,1591,1130,1621,679,963,1533,1733,1862,1971,2814,2476,2091,Low Vegetation,61
8554,8191,451,697,1058,1207,1364,1440,1676,1203,1636,676,947,1522,1718,1845,1987,2807,2478,2106,Low Vegetation,61
8555,8192,456,704,1087,1243,1387,1499,1747,1270,1666,706,1025,1669,1916,1978,2097,2973,2633,2252,Low Vegetation,61
8556,8193,467,694,1083,1261,1367,1501,1789,1301,1671,735,1063,1712,1957,2116,2218,3092,2766,2367,Low Vegetation,61
8557,8194,457,694,1115,1266,1379,1527,1788,1308,1663,708,1034,1700,1951,2037,2168,3034,2696,2288,Low Vegetation,61
8558,8195,459,702,1137,1270,1409,1522,1801,1311,1654,727,1057,1737,1979,2079,2177,3052,2711,2320,Low Vegetation,61
8559,8196,470,698,1128,1263,1395,1506,1732,1270,1633,705,1034,1692,1952,2021,2166,3022,2667,2251,Low Vegetation,61
8560,8197,501,836,1009,1468,1914,2036,1798,1190,2292,910,1344,2043,2395,2573,2744,4098,3725,2953,Low Vegetation,61
8561,8198,506,881,990,1524,2063,2196,1773,1150,2450,943,1384,2145,2530,2703,2872,4218,3852,3113,Low Vegetation,61
8562,8199,501,892,967,1565,2095,2313,1786,1178,2485,983,1449,2232,2632,2798,2952,4392,3991,3202,Low Vegetation,61
8563,8200,492,893,976,1564,2113,2287,1803,1195,2483,960,1414,2200,2543,2752,2919,4382,3986,3130,Low Vegetation,61
8564,8201,476,861,957,1510,2101,2250,1805,1171,2434,965,1417,2213,2565,2702,2927,4357,3945,3120,Low Vegetation,61
8565,8202,488,787,1017,1390,1755,1903,1816,1217,2136,910,1352,2095,2444,2618,2785,4139,3760,3017,Low Vegetation,61
8566,8203,488,746,1080,1300,1507,1649,1833,1278,1874,820,1204,1868,2178,2317,2514,3757,3380,2714,Low Vegetation,61
8567,8204,511,758,1102,1290,1494,1620,1861,1300,1826,792,1126,1782,2073,2210,2398,3560,3179,2560,Low Vegetation,61
8568,8205,504,741,1083,1270,1487,1625,1908,1356,1856,799,1167,1818,2079,2240,2402,3515,3157,2574,Low Vegetation,61
8569,8206,497,722,1072,1272,1489,1624,1913,1365,1782,751,1081,1694,1986,2117,2257,3391,2972,2445,Low Vegetation,61
8570,8207,491,727,1052,1274,1484,1638,1872,1334,1808,742,1068,1648,1888,2045,2208,3233,2862,2366,Low Vegetation,61
8571,8208,465,717,987,1241,1492,1656,1881,1338,1854,696,994,1553,1810,1943,2084,3089,2698,2207,Low Vegetation,61
8572,8209,452,691,990,1225,1447,1580,1793,1268,1743,693,1000,1537,1760,1884,2017,2978,2610,2182,Low Vegetation,61
8573,8210,472,706,1079,1234,1367,1522,1664,1197,1657,672,962,1502,1740,1847,1979,2884,2511,2118,Low Vegetation,61
8574,8211,461,701,1098,1258,1365,1476,1567,1145,1632,661,964,1519,1746,1839,1986,2828,2485,2087,Low Vegetation,61
8575,8212,491,748,1165,1295,1387,1492,1479,1069,1602,691,988,1582,1783,1905,2036,2875,2527,2163,Low Vegetation,61
8576,8213,478,731,1145,1279,1403,1507,1474,1057,1631,699,1019,1620,1861,1959,2108,2906,2585,2227,Low Vegetation,61
8577,8214,472,732,1124,1269,1384,1456,1491,1071,1618,691,991,1572,1822,1927,2061,2860,2552,2143,Low Vegetation,61
8578,8215,449,687,1054,1217,1360,1465,1642,1177,1638,687,994,1576,1812,1920,2055,2902,2557,2159,Low Vegetation,61
8579,8216,450,692,1091,1274,1377,1506,1770,1277,1661,722,1046,1678,1927,2021,2148,3042,2702,2262,Low Vegetation,61
8580,8217,450,699,1081,1241,1377,1484,1823,1322,1661,741,1082,1737,1995,2096,2226,3112,2794,2390,Low Vegetation,61
8581,8218,438,679,1084,1236,1355,1482,1798,1326,1635,709,1021,1645,1887,1960,2104,2980,2643,2234,Low Vegetation,61
8582,8219,467,705,1120,1246,1377,1478,1791,1296,1636,692,1011,1637,1861,1998,2102,2941,2615,2210,Low Vegetation,61
8583,8220,453,701,1115,1250,1394,1481,1755,1284,1635,701,1016,1653,1891,1990,2122,2961,2585,2187,Low Vegetation,61
8584,8221,512,839,1022,1428,1906,2080,1812,1200,2270,955,1383,2095,2426,2582,2760,4188,3796,2987,Low Vegetation,61
8585,8222,495,884,1008,1528,2056,2233,1790,1170,2500,999,1434,2243,2570,2741,2935,4332,3954,3129,Low Vegetation,61
8586,8223,503,942,931,1659,2291,2497,1775,1146,2657,997,1480,2272,2678,2808,3026,4441,4066,3243,Low Vegetation,61
8587,8224,487,924,966,1637,2218,2419,1789,1162,2658,964,1423,2200,2587,2758,2939,4410,4032,3163,Low Vegetation,61
8588,8225,476,893,951,1593,2233,2352,1798,1183,2548,970,1424,2232,2596,2754,2906,4390,3975,3123,Low Vegetation,61
8589,8226,504,813,1042,1418,1798,1964,1799,1218,2186,919,1359,2111,2443,2637,2778,4159,3790,2985,Low Vegetation,61
8590,8227,498,776,1065,1323,1597,1732,1839,1279,1901,872,1267,1986,2272,2426,2578,3881,3478,2738,Low Vegetation,61
8591,8228,502,761,1100,1308,1544,1671,1896,1321,1877,814,1172,1829,2099,2258,2420,3643,3250,2607,Low Vegetation,61
8592,8229,496,747,1077,1301,1544,1677,1925,1344,1902,820,1194,1869,2158,2274,2423,3608,3228,2637,Low Vegetation,61
8593,8230,493,722,1068,1272,1500,1642,1899,1341,1833,787,1124,1759,2059,2200,2325,3439,3080,2516,Low Vegetation,61
8594,8231,480,713,1056,1259,1456,1592,1852,1304,1798,724,1039,1626,1869,1987,2156,3193,2817,2303,Low Vegetation,61
8595,8232,459,701,1005,1221,1436,1604,1810,1278,1798,691,978,1542,1774,1887,2035,3002,2636,2156,Low Vegetation,61
8596,8233,459,671,999,1212,1418,1551,1756,1256,1728,692,975,1526,1752,1865,2018,2935,2556,2139,Low Vegetation,61
8597,8234,471,707,1073,1265,1403,1520,1670,1209,1642,666,965,1501,1728,1847,1972,2882,2507,2106,Low Vegetation,61
8598,8235,480,710,1110,1258,1393,1477,1602,1174,1620,671,943,1492,1726,1847,1969,2804,2465,2079,Low Vegetation,61
8599,8236,465,713,1102,1257,1391,1503,1550,1118,1617,675,965,1547,1798,1921,2007,2866,2520,2104,Low Vegetation,61
8600,8237,469,718,1118,1292,1415,1506,1560,1108,1625,726,1038,1650,1874,1984,2130,2977,2623,2284,Low Vegetation,61
8601,8238,477,727,1140,1293,1425,1477,1502,1081,1616,693,996,1580,1857,1932,2065,2923,2576,2180,Low Vegetation,61
8602,8239,469,718,1102,1252,1398,1492,1591,1160,1651,697,1026,1635,1857,1977,2088,2926,2607,2238,Low Vegetation,61
8603,8240,453,705,1079,1254,1389,1508,1747,1269,1652,714,1030,1680,1916,2027,2169,3027,2687,2212,Low Vegetation,61
8604,8241,461,699,1094,1228,1375,1484,1817,1318,1646,737,1081,1732,1956,2067,2223,3045,2742,2322,Low Vegetation,61
8605,8242,441,667,1064,1221,1318,1443,1772,1300,1595,680,987,1586,1835,1925,2038,2901,2530,2120,Low Vegetation,61
8606,8243,513,853,1019,1448,1956,2072,1838,1220,2282,948,1375,2117,2458,2653,2797,4222,3830,3013,Low Vegetation,61
8607,8244,495,857,996,1512,2043,2267,1802,1167,2424,972,1415,2215,2566,2757,2929,4295,3915,3119,Low Vegetation,61
8608,8245,500,914,930,1610,2269,2383,1767,1133,2618,995,1470,2283,2675,2864,3024,4421,4089,3251,Low Vegetation,61
8609,8246,498,902,975,1568,2135,2332,1790,1155,2559,970,1432,2231,2595,2772,2967,4398,4020,3172,Low Vegetation,61
8610,8247,483,899,979,1573,2140,2271,1812,1174,2468,939,1391,2171,2527,2711,2865,4282,3917,3107,Low Vegetation,61
8611,8248,501,803,1032,1411,1810,1982,1782,1194,2182,904,1332,2066,2387,2561,2724,4071,3702,2956,Low Vegetation,61
8612,8249,487,790,1050,1373,1682,1835,1793,1223,1986,866,1256,1960,2263,2402,2542,3873,3467,2767,Low Vegetation,61
8613,8250,501,763,1091,1349,1591,1750,1872,1312,1933,809,1176,1852,2128,2294,2443,3664,3285,2621,Low Vegetation,61
8614,8251,492,765,1082,1329,1595,1708,1902,1321,1909,818,1174,1848,2135,2244,2424,3585,3211,2586,Low Vegetation,61
8615,8252,470,728,1050,1274,1516,1635,1893,1338,1839,788,1145,1786,2054,2181,2313,3397,3059,2458,Low Vegetation,61
8616,8253,465,702,1060,1246,1402,1551,1843,1310,1735,732,1044,1631,1872,2003,2137,3135,2784,2279,Low Vegetation,61
8617,8254,468,684,1047,1212,1371,1531,1751,1245,1706,687,980,1533,1757,1908,2032,2961,2597,2175,Low Vegetation,61
8618,8255,473,683,1035,1226,1371,1523,1693,1222,1697,672,965,1526,1766,1889,2027,2919,2531,2131,Low Vegetation,61
8619,8256,496,740,1144,1285,1420,1530,1660,1191,1668,690,981,1569,1791,1921,2076,2981,2603,2174,Low Vegetation,61
8620,8257,476,736,1149,1279,1412,1525,1620,1171,1637,688,999,1581,1825,1905,2043,2923,2571,2156,Low Vegetation,61
8621,8258,463,717,1125,1274,1395,1533,1590,1170,1618,668,966,1544,1803,1877,2008,2842,2519,2089,Low Vegetation,61
8622,8259,468,707,1122,1270,1404,1517,1565,1156,1617,706,1029,1619,1825,1935,2077,2915,2559,2174,Low Vegetation,61
8623,8260,472,739,1154,1264,1423,1503,1507,1111,1626,689,988,1593,1820,1928,2022,2907,2575,2138,Low Vegetation,61
8624,8261,508,859,1020,1478,1930,2074,1822,1215,2339,961,1420,2177,2529,2710,2900,4310,3925,3092,Low Vegetation,61
8625,8262,477,835,993,1485,2016,2186,1812,1196,2350,960,1415,2210,2570,2732,2893,4300,3932,3116,Low Vegetation,61
8626,8263,496,866,972,1521,2143,2246,1764,1134,2565,995,1487,2305,2668,2853,3036,4403,4065,3265,Low Vegetation,61
8627,8264,494,856,1007,1504,2007,2177,1802,1179,2381,960,1430,2240,2589,2733,2939,4362,3951,3155,Low Vegetation,61
8628,8265,491,829,1017,1474,1879,2020,1803,1220,2267,932,1346,2113,2497,2636,2801,4211,3843,3039,Low Vegetation,61
8629,8266,498,780,1058,1381,1679,1857,1787,1216,2074,894,1299,2013,2339,2492,2631,4007,3629,2877,Low Vegetation,61
8630,8267,492,772,1053,1336,1631,1778,1783,1228,1976,824,1214,1891,2197,2336,2475,3761,3380,2716,Low Vegetation,61
8631,8268,518,774,1105,1325,1557,1738,1865,1312,1892,804,1158,1805,2092,2245,2393,3581,3200,2570,Low Vegetation,61
8632,8269,512,772,1114,1331,1512,1691,1884,1332,1881,780,1139,1786,2083,2220,2391,3508,3149,2531,Low Vegetation,61
8633,8270,470,734,1059,1269,1447,1604,1870,1310,1817,771,1098,1730,1987,2114,2244,3340,2974,2463,Low Vegetation,61
8634,8271,484,711,1053,1216,1424,1530,1841,1300,1712,733,1037,1625,1868,1965,2124,3124,2764,2291,Low Vegetation,61
8635,8272,459,701,1067,1213,1368,1504,1736,1242,1654,690,983,1561,1816,1914,2021,2989,2631,2187,Low Vegetation,61
8636,8273,465,711,1092,1249,1377,1521,1656,1181,1641,678,983,1567,1823,1925,2056,3001,2631,2218,Low Vegetation,61
8637,8274,487,732,1139,1310,1441,1568,1670,1201,1691,745,1086,1725,1939,2088,2225,3200,2821,2374,Low Vegetation,61
8638,8275,507,962,975,1675,2299,2541,1756,1119,2708,1071,1588,2443,2841,3062,3239,4672,4329,3425,Low Vegetation,61
8639,8276,496,875,1035,1526,2016,2221,1794,1175,2388,1018,1500,2328,2699,2864,3045,4479,4100,3261,Low Vegetation,61
8640,8277,505,859,1003,1527,2059,2209,1802,1175,2400,982,1429,2218,2572,2732,2892,4312,3972,3137,Low Vegetation,61
8641,8278,491,887,975,1534,2128,2310,1771,1142,2500,1007,1492,2315,2674,2817,3025,4355,4001,3192,Low Vegetation,61
8642,8279,491,824,1018,1468,1896,2068,1817,1206,2264,973,1427,2230,2579,2735,2885,4278,3926,3146,Low Vegetation,61
8643,8280,486,789,1078,1399,1736,1837,1832,1255,2059,925,1359,2142,2465,2632,2786,4136,3788,2980,Low Vegetation,61
8644,8281,500,768,1081,1355,1631,1776,1808,1248,1959,886,1273,2000,2290,2472,2610,3944,3555,2783,Low Vegetation,61
8645,8282,481,740,1070,1313,1580,1699,1795,1254,1896,827,1174,1842,2142,2280,2428,3682,3297,2633,Low Vegetation,61
8646,8283,503,738,1100,1316,1526,1671,1869,1306,1832,789,1147,1812,2107,2199,2350,3543,3171,2528,Low Vegetation,61
8647,8284,498,751,1112,1312,1510,1629,1873,1336,1845,783,1142,1787,2069,2206,2343,3458,3086,2500,Low Vegetation,61
8648,8285,473,719,1073,1244,1454,1579,1801,1270,1764,744,1083,1704,1934,2061,2171,3265,2894,2392,Low Vegetation,61
8649,8286,519,1038,948,1787,2563,2742,1724,1055,2939,1143,1679,2569,2977,3193,3377,4846,4472,3622,Low Vegetation,61
8650,8287,516,924,1005,1597,2221,2372,1756,1108,2603,1047,1573,2415,2817,2952,3151,4631,4231,3368,Low Vegetation,61
8651,8288,512,846,1024,1497,2003,2168,1785,1179,2357,969,1427,2213,2574,2708,2877,4309,3949,3135,Low Vegetation,61
8652,8289,480,852,996,1492,2016,2189,1796,1186,2359,978,1428,2222,2586,2745,2912,4233,3875,3102,Low Vegetation,61
8653,8290,497,805,1060,1420,1761,1968,1814,1222,2164,950,1398,2204,2560,2728,2912,4200,3827,3089,Low Vegetation,61
8654,8291,508,761,1111,1369,1641,1765,1817,1255,1986,930,1396,2144,2475,2621,2772,4097,3717,2986,Low Vegetation,61
8655,8292,517,769,1098,1324,1577,1723,1811,1271,1912,858,1244,1943,2251,2416,2575,3818,3449,2741,Low Vegetation,61
8656,8293,489,741,1087,1292,1539,1653,1801,1253,1857,801,1169,1822,2106,2246,2386,3623,3242,2564,Low Vegetation,61
8657,8294,544,1138,961,1886,2749,2933,1692,1023,3162,1207,1777,2722,3148,3356,3542,4974,4590,3760,Low Vegetation,61
8658,8295,521,958,987,1652,2312,2475,1720,1108,2703,1067,1588,2434,2863,2985,3185,4692,4296,3404,Low Vegetation,61
8659,8296,510,820,1069,1454,1851,1988,1793,1224,2185,984,1450,2243,2581,2735,2906,4335,3973,3163,Low Vegetation,61
8660,8297,492,789,1051,1417,1774,1923,1805,1228,2150,945,1377,2157,2463,2646,2846,4134,3795,3030,Low Vegetation,61
8661,8298,415,866,604,1510,3132,3489,1932,1072,3711,445,769,622,1448,3135,3619,2170,1122,3985,Low Vegetation,61
8662,8299,404,849,572,1503,3108,3438,1940,1073,3788,439,742,617,1412,3197,3721,2161,1105,4053,Low Vegetation,61
8663,8300,378,791,521,1422,3043,3435,1871,1020,3656,440,759,569,1416,3232,3710,2150,1079,4112,Low Vegetation,61
8664,8301,397,840,548,1475,3063,3360,1820,1028,3663,467,824,618,1496,3100,3534,2196,1144,3900,Low Vegetation,61
8665,8302,412,857,574,1490,3160,3473,1884,1047,3758,444,783,605,1445,3196,3690,2175,1120,4054,Low Vegetation,61
8666,8303,401,809,568,1430,2986,3345,1862,1024,3614,437,771,588,1430,3251,3786,2167,1094,4125,Low Vegetation,61
8667,8304,345,778,470,1381,2858,3178,1638,886,3505,450,852,619,1491,3018,3404,2204,1172,3781,Low Vegetation,61
8668,8305,375,802,495,1409,2932,3272,1721,940,3555,449,836,608,1467,3096,3547,2183,1127,3894,Low Vegetation,61
8669,8306,390,797,526,1420,2885,3216,1770,959,3512,423,828,610,1449,3181,3664,2174,1112,3968,Low Vegetation,61
8670,8307,327,729,456,1317,2739,3028,1495,803,3349,438,843,605,1472,2939,3345,2208,1175,3665,Low Vegetation,61
8671,8308,341,721,465,1319,2707,2998,1541,842,3343,436,833,602,1444,3026,3446,2183,1132,3769,Low Vegetation,61
8672,8309,319,724,430,1298,2688,3031,1368,738,3223,454,857,629,1472,2944,3355,2208,1165,3640,Low Vegetation,61
8673,8310,342,739,458,1311,2641,3002,1423,770,3241,425,842,607,1445,2992,3413,2189,1133,3749,Low Vegetation,61
8674,8311,307,676,417,1247,2646,2879,1282,705,3145,433,835,584,1448,2928,3343,2208,1156,3663,Low Vegetation,61
8675,8312,322,686,438,1247,2630,2872,1321,709,3106,423,823,600,1433,2970,3385,2186,1125,3707,Low Vegetation,61
8676,8493,377,652,658,1354,2107,2269,1593,959,2451,597,889,1101,1477,1930,2140,2395,1830,2237,Low Vegetation,61
8677,8494,390,675,645,1309,2266,2427,1694,1014,2620,604,882,1074,1505,2056,2213,2398,1787,2412,Low Vegetation,61
8678,8495,402,684,633,1267,2141,2341,1801,1099,2499,592,890,963,1549,2223,2457,2309,1645,2597,Low Vegetation,61
8679,8496,422,723,670,1311,2188,2373,1879,1165,2604,569,872,979,1545,2169,2365,2306,1650,2587,Low Vegetation,61
8680,8497,410,746,668,1392,2317,2550,1849,1138,2687,607,893,1064,1527,2082,2283,2381,1760,2418,Low Vegetation,61
8681,8498,442,729,722,1427,2230,2422,1851,1136,2591,600,867,1117,1517,1997,2176,2385,1797,2349,Low Vegetation,61
8682,8499,425,736,697,1379,2235,2404,1848,1150,2587,579,868,1012,1529,2100,2242,2349,1736,2393,Low Vegetation,61
8683,8500,439,696,717,1349,2199,2356,1815,1133,2534,575,850,1030,1447,2014,2212,2328,1719,2381,Low Vegetation,61
8684,8501,403,666,665,1327,2195,2391,1773,1089,2595,555,842,881,1463,2228,2469,2302,1615,2625,Low Vegetation,61
8685,8502,413,636,775,1192,1680,1873,1681,1086,2020,584,870,1127,1533,1971,2112,2315,1786,2217,Low Vegetation,61
8686,8503,390,641,701,1222,1759,1946,1629,1005,2046,563,855,1046,1442,1996,2181,2323,1736,2286,Low Vegetation,61
8687,8504,399,652,713,1254,1893,1985,1608,1011,2131,560,843,1030,1484,2076,2215,2324,1706,2327,Low Vegetation,61
8688,8505,388,670,641,1258,1934,2117,1565,983,2200,559,846,1010,1492,2043,2233,2273,1686,2324,Low Vegetation,61
8689,8506,398,680,638,1294,2066,2254,1620,1002,2462,568,859,970,1481,2019,2206,2297,1673,2374,Low Vegetation,61
8690,8507,396,671,647,1296,2110,2245,1649,1022,2436,579,835,1043,1443,1954,2120,2349,1761,2283,Low Vegetation,61
8691,8508,404,723,642,1380,2193,2415,1660,987,2589,609,864,1108,1475,1897,2068,2418,1867,2165,Low Vegetation,61
8692,8509,436,748,680,1375,2210,2429,1756,1057,2575,590,873,1048,1501,2050,2200,2373,1783,2381,Low Vegetation,61
8693,8510,407,709,669,1310,2084,2320,1848,1136,2462,582,878,942,1529,2198,2415,2286,1608,2598,Low Vegetation,61
8694,8511,438,736,717,1356,2106,2334,1871,1176,2496,593,855,1030,1514,2142,2271,2333,1678,2486,Low Vegetation,61
8695,8512,432,735,701,1389,2151,2331,1844,1126,2493,587,860,1095,1516,1987,2206,2373,1760,2279,Low Vegetation,61
8696,8513,425,717,718,1344,2072,2237,1841,1130,2402,584,840,1036,1500,1978,2131,2339,1733,2319,Low Vegetation,61
8697,8514,425,708,684,1339,2076,2256,1861,1154,2417,560,843,1002,1467,2023,2214,2304,1680,2339,Low Vegetation,61
8698,8515,448,743,741,1387,2150,2315,1855,1145,2503,566,825,981,1426,2004,2195,2269,1627,2344,Low Vegetation,61
8699,8516,436,705,709,1343,2132,2290,1820,1127,2489,566,860,918,1482,2237,2467,2259,1558,2627,Low Vegetation,61
8700,8517,410,648,694,1233,1854,2001,1758,1113,2182,576,840,1073,1472,1985,2106,2303,1735,2226,Low Vegetation,61
8701,8518,416,716,716,1337,2014,2130,1737,1059,2280,576,846,1068,1505,2050,2216,2334,1737,2352,Low Vegetation,61
8702,8519,418,717,701,1341,2030,2185,1714,1045,2375,601,869,1079,1556,2102,2299,2379,1751,2398,Low Vegetation,61
8703,8520,404,706,638,1312,2133,2263,1711,1060,2489,569,848,988,1482,2065,2239,2313,1701,2374,Low Vegetation,61
8704,8521,401,725,633,1332,2198,2390,1709,1059,2541,569,854,981,1442,2038,2206,2321,1721,2367,Low Vegetation,61
8705,8522,403,694,616,1306,2053,2214,1697,1038,2383,601,870,1076,1452,1921,2096,2393,1821,2238,Low Vegetation,61
8706,8523,403,742,606,1341,2169,2308,1713,1013,2494,604,876,1118,1473,1905,2065,2431,1877,2177,Low Vegetation,61
8707,8524,432,720,675,1332,2101,2272,1797,1093,2451,591,862,1029,1457,1996,2208,2338,1742,2386,Low Vegetation,61
8708,8525,406,691,627,1265,2046,2264,1848,1123,2449,564,867,937,1531,2149,2333,2249,1592,2543,Low Vegetation,61
8709,8526,433,720,694,1329,2095,2273,1838,1129,2411,571,848,980,1487,2128,2270,2282,1634,2430,Low Vegetation,61
8710,8527,449,726,727,1345,2009,2195,1827,1120,2369,584,857,1061,1490,1948,2185,2332,1722,2344,Low Vegetation,61
8711,8528,436,733,725,1304,1944,2107,1794,1106,2267,576,846,1029,1477,1944,2141,2319,1712,2347,Low Vegetation,61
8712,8529,439,698,723,1327,1979,2139,1812,1127,2296,568,831,993,1431,1979,2178,2281,1648,2313,Low Vegetation,61
8713,8530,433,730,725,1399,2139,2260,1848,1127,2470,558,816,959,1419,2025,2197,2256,1591,2345,Low Vegetation,61
8714,8531,433,720,698,1338,2145,2348,1873,1164,2435,532,860,923,1502,2250,2449,2231,1540,2653,Low Vegetation,61
8715,8532,435,685,719,1318,1976,2134,1782,1107,2267,571,853,1075,1493,2008,2167,2323,1701,2292,Low Vegetation,61
8716,8533,450,722,767,1404,2032,2167,1770,1088,2317,583,868,1088,1562,2065,2212,2388,1729,2398,Low Vegetation,61
8717,8534,452,749,751,1404,2089,2287,1753,1052,2409,578,875,1098,1552,2091,2290,2390,1758,2408,Low Vegetation,61
8718,8535,420,733,635,1359,2147,2331,1743,1066,2487,567,845,995,1463,2052,2223,2326,1670,2382,Low Vegetation,61
8719,8536,401,719,670,1347,2142,2333,1734,1069,2463,569,850,978,1434,2031,2205,2313,1672,2346,Low Vegetation,61
8720,8537,412,702,632,1333,2071,2230,1692,1031,2436,583,856,1094,1461,1930,2082,2379,1790,2236,Low Vegetation,61
8721,8538,417,738,648,1361,2207,2369,1716,1033,2531,611,868,1105,1472,1905,2073,2386,1820,2223,Low Vegetation,61
8722,8539,415,736,669,1350,2091,2308,1763,1078,2442,565,835,995,1430,1980,2152,2291,1686,2317,Low Vegetation,61
8723,8540,421,687,689,1260,1897,2073,1710,1049,2248,562,846,973,1492,2063,2240,2239,1598,2365,Low Vegetation,61
8724,8541,430,723,708,1287,1900,2065,1661,1004,2221,566,846,998,1461,2022,2207,2267,1633,2337,Low Vegetation,61
8725,8542,433,720,721,1312,1878,2081,1670,993,2245,581,858,1052,1474,1956,2159,2311,1702,2316,Low Vegetation,61
8726,8543,432,740,745,1301,1864,2016,1665,1010,2200,581,842,983,1472,2056,2200,2308,1675,2336,Low Vegetation,61
8727,8544,438,739,746,1333,1915,2076,1734,1059,2271,557,831,1000,1452,1985,2129,2289,1641,2348,Low Vegetation,61
8728,8545,438,727,730,1386,2064,2212,1804,1107,2408,555,821,983,1460,2065,2208,2268,1605,2393,Low Vegetation,61
8729,8546,427,702,706,1302,2079,2315,1878,1173,2404,552,863,951,1515,2249,2454,2246,1548,2566,Low Vegetation,61
8730,8547,438,702,750,1359,1982,2127,1815,1100,2296,599,850,1091,1547,2007,2166,2349,1721,2345,Low Vegetation,61
8731,8548,457,741,791,1428,2010,2164,1782,1099,2359,620,882,1139,1602,2076,2204,2432,1754,2411,Low Vegetation,61
8732,8549,452,741,747,1385,2062,2208,1753,1042,2396,603,890,1139,1558,2075,2234,2413,1786,2397,Low Vegetation,61
